title	url	index
65. London Video Interviews Pt 5	http://traffic.libsyn.com/teacherluke/65-london-video-interviews-pt-5-audio-only.mp3	
66. Top Advice for Learning English / Idioms with ‘say’ / Culture Shock	http://traffic.libsyn.com/teacherluke/66-top-advice-for-learning-english-idioms-with-say-culture-shock.mp3	
67. Cockney / London Accent	http://traffic.libsyn.com/teacherluke/67-cockney-london-accent.mp3	
68. Childhood / Growing Up / School Days – Phrasal Verbs and Expressions	http://traffic.libsyn.com/teacherluke/68-childhood-growing-up-school-days-phrasal-verbs-and-expressions.mp3	
69. Common Errors / Typical Mistakes	http://traffic.libsyn.com/teacherluke/69-common-errors-typical-mistakes.mp3	
70. Language and Music	http://traffic.libsyn.com/teacherluke/70-language-and-music.mp3	
71. The Ice Cream Episode	http://traffic.libsyn.com/teacherluke/71-the-ice-cream-episode.mp3	
72. The Cheese Episode	http://traffic.libsyn.com/teacherluke/72-the-cheese-episode.mp3	
73. Steve Jobs	http://traffic.libsyn.com/teacherluke/73-steve-jobs.mp3	
75. Not a Distraction!	http://traffic.libsyn.com/teacherluke/75-not-a-distraction.mp3	
76. Mind The Gap – How to use the London Underground	http://traffic.libsyn.com/teacherluke/76-mind-the-gap-how-to-use-the-london-underground.mp3	
77. Bear vs Shark	http://traffic.libsyn.com/teacherluke/77-bear-vs-shark.mp3	
78. Christmas – It’s all about Family	http://traffic.libsyn.com/teacherluke/78-christmas-it-s-all-about-family.mp3	
79. Family Arguments and Debates	http://traffic.libsyn.com/teacherluke/79-family-arguments-and-debates.mp3	
80. Essential Social English	http://traffic.libsyn.com/teacherluke/80-essential-social-english.mp3	
81. What Makes a Great Teacher?	https://audioboom.com/boos/2550551-81-what-makes-a-great-teacher.mp3	
82. Voting / Elections / Politics / Government	http://traffic.libsyn.com/teacherluke/82-voting-elections-politics-and-government.mp3	
83. How to Swear in British English – VERY RUDE CONTENT	http://traffic.libsyn.com/teacherluke/83._How_to_Swear_in_British_English_-VERY_RUDE_CONTENT_with_James.mp3	
84. Luke’s English Braincast	http://traffic.libsyn.com/teacherluke/84-luke-s-english-braincast.mp3	
85. A Stand-up Comedy Gig	http://traffic.libsyn.com/teacherluke/85-a-stand-up-comedy-gig.mp3	
86. Criminal Law	http://traffic.libsyn.com/teacherluke/86-criminal-law.mp3	
87. 6 Idioms and 6 Phrasal Verbs	http://traffic.libsyn.com/teacherluke/87-six-idioms-and-six-phrasal-verbs.mp3	
88. How To Play The Drums	http://traffic.libsyn.com/teacherluke/88-how-to-play-the-drums.mp3	
89. A Day In The Life	http://traffic.libsyn.com/teacherluke/89-a-day-in-the-life.mp3	
90. Competition + Phrasal Verbs A, B + C	http://traffic.libsyn.com/teacherluke/90-competition-phrasal-verbs-abc.mp3	
91. The A to Z of Random Thoughts	http://traffic.libsyn.com/teacherluke/91-the-a-to-z-of-random-thoughts.mp3	
93. Weird… or just different?	http://traffic.libsyn.com/teacherluke/93-weird-or-just-different.mp3	
97. Luke vs Oliver (Part 1)	http://traffic.libsyn.com/teacherluke/97-luke-vs-oliver-part-1.mp3	
98. Luke vs Oliver (Part 2)	http://traffic.libsyn.com/teacherluke/98-luke-vs-oliver-part-2.mp3	
99. The Rotary Sushi Bar of English	http://traffic.libsyn.com/teacherluke/99-the-rotary-sushi-bar-of-english.mp3	
100. Going To The Pub	http://traffic.libsyn.com/teacherluke/100-going-to-the-pub.mp3	
101. A Note from Luke	https://audioboom.com/boos/2550583-101-a-note-from-luke.mp3	
102. Competition Winners	http://traffic.libsyn.com/teacherluke/102-competition-winners.mp3	
103. The Queen and The Royal Family	http://traffic.libsyn.com/teacherluke/103-the-queen-the-royal-family.mp3	
104. Brighton Fringe Festival #1	http://traffic.libsyn.com/teacherluke/104-brighton-fringe-festival-podcast-1.mp3	
105. Brighton Fringe Festival #2	http://traffic.libsyn.com/teacherluke/105-brighton-fringe-festival-podcast-2.mp3	
106. Brighton Fringe Festival #3	http://traffic.libsyn.com/teacherluke/106-brighton-fringe-festival-podcast-3.mp3	
107. Messing Around with Accents and Voices	http://traffic.libsyn.com/teacherluke/107-messing-around-with-accents-and-voices.mp3	
108. In Bed with Luke	http://traffic.libsyn.com/teacherluke/108-in-bed-with-luke.mp3	
109. Friday Night Banter (aka The Slightly Drunk Episode)	http://traffic.libsyn.com/teacherluke/109-friday-night-banter-aka-the-drunk-episode.mp3	
110. A Letter from Luke	https://audioboom.com/boos/2550613-110-a-letter-from-luke.mp3	
111. Thanks for your comments	https://audioboom.com/boos/2550623-111-thanks-for-your-comments.mp3	
112. Vocabulary Review – Episodes 1-11	http://traffic.libsyn.com/teacherluke/112-vocabulary-review-episodes-1-11.mp3	
113. Setting The World To Rights	http://traffic.libsyn.com/teacherluke/113-setting-the-world-to-rights.mp3	
114. Twelve Natural Expressions	http://traffic.libsyn.com/teacherluke/114-twelve-natural-expressions.mp3	
115. A Chat About Music	http://traffic.libsyn.com/teacherluke/115-a-chat-about-music.mp3	
116. Could it be you…?	http://traffic.libsyn.com/teacherluke/116-could-it-be-you.mp3	
117. Psychics / Cold Reading / Barnum Statements	http://traffic.libsyn.com/teacherluke/117-psychics-cold-reading-barnum-statements.mp3	
118. Sick in Japan	http://traffic.libsyn.com/teacherluke/118-sick-in-japan.mp3	
119. First Impressions of Life in Paris	http://traffic.libsyn.com/teacherluke/119-first-impressions-of-life-in-paris.mp3	
120. Americanisms	http://traffic.libsyn.com/teacherluke/120-americanisms.mp3	
122. The End of the World?	http://traffic.libsyn.com/teacherluke/122-the-end-of-the-world.mp3	
123. What’s Been Going On?	http://traffic.libsyn.com/teacherluke/123-what-s-been-going-on.mp3	
124. James Bond	http://traffic.libsyn.com/teacherluke/124-james-bond.mp3	
125. The Pink Gorilla Story	http://traffic.libsyn.com/teacherluke/125-the-pink-gorilla-story.mp3	
126. Your Emails, Comments and Questions	http://traffic.libsyn.com/teacherluke/126-your-emails-comments-and-questions.mp3	
127. Computer Games	http://traffic.libsyn.com/teacherluke/127-computer-games.mp3	
128. Luke’s Stand-Up Comedy Show	http://traffic.libsyn.com/teacherluke/128._No_longer_available_message.mp3	
129. A Cup of Tea with… Pierre Gaspard	http://traffic.libsyn.com/teacherluke/129-a-cup-of-tea-with-pierre-gaspard.mp3	
130. A Cup of Tea with… Sebastian Marx	http://traffic.libsyn.com/teacherluke/130-a-cup-of-tea-with-sebastian-marx.mp3	
131. Rickipedia	http://traffic.libsyn.com/teacherluke/131-rickipedia.mp3	
132. Pronouncing ~ed Endings (with Added Romance and Horror)	http://traffic.libsyn.com/teacherluke/132-pronouncing-ed-endings-with-added-romance-and-horror.mp3	
133. Hip-Hop Lyric Analysis	http://traffic.libsyn.com/teacherluke/133-hip-hop-lyric-analysis.mp3	
134. The Story of Salvo	http://traffic.libsyn.com/teacherluke/134-the-story-of-salvo.mp3	
135. Raining Animals	http://traffic.libsyn.com/teacherluke/135-raining-animals.mp3	
136. Cycling from London to Paris	http://traffic.libsyn.com/teacherluke/136-cycling-from-london-to-paris.mp3	
137. Discussing Movies (Part 1)	http://traffic.libsyn.com/teacherluke/137-discussing-movies-part-1.mp3	
138. Discussing Movies (Part 2)	http://traffic.libsyn.com/teacherluke/138-discussing-movies-part-2.mp3	
139. Hard Driving	http://traffic.libsyn.com/teacherluke/139-hard-driving.mp3	
140. Ghost Stories	http://traffic.libsyn.com/teacherluke/140-ghost-stories.mp3	
141. The Annual General Meeting (Part 1)	http://traffic.libsyn.com/teacherluke/141-the-annual-general-meeting.mp3	
142. The Annual General Meeting (Part 2)	http://traffic.libsyn.com/teacherluke/142-the-annual-general-meeting-part-2.mp3	
143. A Cup of Tea with… Robert Hoehn	http://traffic.libsyn.com/teacherluke/143-a-cup-of-tea-with-robert-hoehn.mp3	
144. The Chaos of English Pronunciation	http://traffic.libsyn.com/teacherluke/144-the-chaos-of-english-pronunciation.mp3	
145. Nightmare Teaching Experiences (Part 1)	http://traffic.libsyn.com/teacherluke/145-nightmare-teaching-experiences-part-1.mp3	
146. Nightmare Teaching Experiences (Part 2)	http://traffic.libsyn.com/teacherluke/146-nightmare-teaching-experiences-part-2.mp3	
147. Idioms and Expressions from Episodes 145 & 146	http://traffic.libsyn.com/teacherluke/147-idioms-and-expressions-from-episodes-145-146.mp3	
148. British Slang (A to C)	http://traffic.libsyn.com/teacherluke/148-british-slang-a-to-c.mp3	
149. Backing Up Into The Cloud	http://traffic.libsyn.com/teacherluke/149-backing-up-into-the-cloud.mp3	
150. British Slang (D to G)	http://traffic.libsyn.com/teacherluke/150-british-slang-d-to-g.mp3	
151. Google Questions	http://traffic.libsyn.com/teacherluke/151-google-questions.mp3	
152. I’m leaving Podomatic… and moving to Audioboo.fm	http://traffic.libsyn.com/teacherluke/152-i-m-leaving-podomatic-and-moving-to-audioboo-fm.mp3	
153. The Talking Dog Story	http://traffic.libsyn.com/teacherluke/153-the-talking-dog-story.mp3	
154. British Slang (H to M)	http://traffic.libsyn.com/teacherluke/154-british-slang-h-to-m.mp3	
155. A Cup of Coffee with… Sarah Donnelly	http://traffic.libsyn.com/teacherluke/155-a-cup-of-coffee-with-sarah-donnelly.mp3	
156. British Comedy: Ali G	http://traffic.libsyn.com/teacherluke/156-british-comedy-ali-g.mp3	
157. A Cup of Coffee with… Sarah Donnelly (Part 2)	http://traffic.libsyn.com/teacherluke/157-a-cup-of-coffee-with-sarah-donnelly-part-2.mp3	
160. The A to Z of Christmas	http://traffic.libsyn.com/teacherluke/160-the-a-to-z-of-christmas.mp3	
161. She’s Having a Baby	http://traffic.libsyn.com/teacherluke/161-she-s-having-a-baby.mp3	
162. Having Babies: Vocabulary / A Male Perspective	http://traffic.libsyn.com/teacherluke/162-having-babies-vocabulary-a-male-perspective.mp3	
163. Skype Chat with My Brother	http://traffic.libsyn.com/teacherluke/163-skype-chat-with-my-brother.mp3	
164. Transcript Collaboration	http://traffic.libsyn.com/teacherluke/164-transcript-collaboration.mp3	
165. English Premier League Football	http://traffic.libsyn.com/teacherluke/english-premier-league-football.mp3	
166. The Prawn Story	http://traffic.libsyn.com/teacherluke/166-the-prawn-story.mp3	
167. Memory, Mnemonics & Learning English	http://traffic.libsyn.com/teacherluke/167-memory-mnemonics-learning-english.mp3	
168. Please Vote! (and stuff like that)	http://traffic.libsyn.com/teacherluke/168-please-vote-and-stuff-like-that.mp3	
169. A Cup of Tea with Daniel Burt (Part 1)	http://traffic.libsyn.com/teacherluke/169-a-cup-of-tea-with-daniel-burt-part-1.mp3	
170. Basking in My Moment of Glory	http://traffic.libsyn.com/teacherluke/170-basking-in-my-moment-of-glory.mp3	
171. A Cup of Tea with Daniel Burt (Part 2)	http://traffic.libsyn.com/teacherluke/171-a-cup-of-tea-with-daniel-burt.mp3	
172. British Comedy: Peter Cook & Dudley Moore	http://traffic.libsyn.com/teacherluke/173-british-comedy-peter-cook-dudley-moore.mp3	
173. The Curse of The Lambton Worm	http://traffic.libsyn.com/teacherluke/173-the-curse-of-the-lambton-worm.mp3	
174. How to Learn English with Luke’s English Podcast	http://traffic.libsyn.com/teacherluke/174-how-to-learn-english-with-luke-s-english-podcast.mp3	
175. The Phrasal Verb Chronicles #1	http://traffic.libsyn.com/teacherluke/175-the-phrasal-verb-chronicles-1.mp3	
176. Grammar: Verb Tense Review	http://traffic.libsyn.com/teacherluke/176-grammar-verb-tense-review.mp3	
177. What Londoners Say vs What They Mean	http://traffic.libsyn.com/teacherluke/177-what-londoners-say.mp3	
178. I’m Still Here	http://traffic.libsyn.com/teacherluke/178-i-m-still-here.mp3	
179. The Ramblings of an Exhausted Teacher	http://traffic.libsyn.com/teacherluke/179-the-best-laid-plans-of-mice-men.mp3	
180. How my Brother Dislocated his Shoulder (with James)	http://traffic.libsyn.com/teacherluke/180-dislocated-shoulder.mp3	
181. Vocabulary & Expressions from Episode 180	http://traffic.libsyn.com/teacherluke/181-vocabulary-expressions-from-episode-180.mp3	
182. Learning English with Yacine Belhousse	http://traffic.libsyn.com/teacherluke/182-learning-english-with-yacine-belhousse.mp3	
183. Luke’s D-Day Diary	http://traffic.libsyn.com/teacherluke/183-luke-s-d-day-diary-part-1.mp3	
184. Luke’s D-Day Diary (Part 2)	http://traffic.libsyn.com/teacherluke/184-luke-s-d-day-diary-part-2.mp3	
185. The Trip to New York	http://traffic.libsyn.com/teacherluke/185-the-trip-to-new-york.mp3	
186. Understanding Culture Shock with Lindsay & Gabby	http://traffic.libsyn.com/teacherluke/186-understanding-culture-shock-with-lindsay-gabby.mp3	
187. World Cup 2014 (Part 1: The Basic Guide)	http://traffic.libsyn.com/teacherluke/187-world-cup-2014-part-1.mp3	
188. World Cup 2014 (Part 2: England & The Dark Side of the World Cup)	http://traffic.libsyn.com/teacherluke/188-world-cup-2014-part-2-england-the-dark-side-of-the-world-cup.mp3	
189. World Cup 2014 (Part 3: Your Comments)	http://traffic.libsyn.com/teacherluke/189-world-cup-2014-part-3-your-comments.mp3	
190. World Cup 2014 (Part 4: Dad’s Memories of 1966)	http://traffic.libsyn.com/teacherluke/190-world-cup-2014-part-4-dad-s-1966-memories.mp3	
191. Culture Shock: The 4 Stages	http://traffic.libsyn.com/teacherluke/191-culture-shock-the-4-stages.mp3	
192. Culture Shock: Life in London (Pt.1)	http://traffic.libsyn.com/teacherluke/192-culture-shock-life-in-london-part-1.mp3	
193. Culture Shock: Life in London (Pt.2)	http://traffic.libsyn.com/teacherluke/193-culture-shock-life-in-london-part-2.mp3	
194. World Cup 2014 (Part 5: More Forum Comments)	http://traffic.libsyn.com/teacherluke/194-world-cup-2014-part-5-more-forum-comments.mp3	
195. British Comedy: Monty Python’s Flying Circus	http://traffic.libsyn.com/teacherluke/195-british-comedy-monty-python-s-flying-circus.mp3	
196. Cycling from Coast to Coast	http://traffic.libsyn.com/teacherluke/196-cycling-from-coast-to-coast.mp3	
197. World Cup 2014 (Part 6: Final Comments)	http://traffic.libsyn.com/teacherluke/197-world-cup-2014-part-6-final-comments.mp3	
198. A Cup of Tea with Molly Martinez	http://traffic.libsyn.com/teacherluke/198-a-cup-of-tea-with-molly-martinez.mp3	
199. The UK/USA Quiz	http://traffic.libsyn.com/teacherluke/199-the-usa-uk-quiz.mp3	
200. New Competition: “Your English Podcast”	http://traffic.libsyn.com/teacherluke/200-new-competition-your-english-podcast.mp3	
201. Nikolay Kulikov: A Russian Comedian in London	http://traffic.libsyn.com/teacherluke/201-nikolay-kulikov-a-russian-comedian-in-london.mp3	
202. British Comedy: Monty Python & The Holy Grail	http://traffic.libsyn.com/teacherluke/202-british-comedy-monty-python-the-holy-grail.mp3	
203. The Flatmate from Japan	http://traffic.libsyn.com/teacherluke/203-the-flatmate-from-japan.mp3	
204. Quick Hello: Competition Update & More News	http://traffic.libsyn.com/teacherluke/204-quick-hello-competition-update-more-news.mp3	
205. Summer in London (Part 1)	http://traffic.libsyn.com/teacherluke/205-summer-in-london-part-1.mp3	
206. Summer in London (Part 2)	http://traffic.libsyn.com/teacherluke/205-summer-in-london-part-2.mp3	
207. Competition Inspiration	http://traffic.libsyn.com/teacherluke/207-competition-inspiration.mp3	
208. Travelling in Indonesia (Part 1)	http://traffic.libsyn.com/teacherluke/208-travelling-in-indonesia-part-1.mp3	
209. Travelling in Indonesia (Part 2)	http://traffic.libsyn.com/teacherluke/209-travelling-in-indonesia-part-2.mp3	
210. A Cup of Tea with Noman Hosni	http://traffic.libsyn.com/teacherluke/210-a-bit-of-a-chat-with-noman-hosni.mp3	
211. YEP! Competition Entries #1	http://traffic.libsyn.com/teacherluke/211-yep-competition-entries-1.mp3	
212. YEP! Competition Entries #2	http://traffic.libsyn.com/teacherluke/212-yep-competition-entries-2.mp3	
213. YEP! Competition Entries #3	http://traffic.libsyn.com/teacherluke/213-yep-competition-entries-3.mp3	
214. YEP! Competition Entries #4	http://traffic.libsyn.com/teacherluke/214-yep-competition-entries-4.mp3	
215. YEP! Competition Entries #5	http://traffic.libsyn.com/teacherluke/215-yep-competition-entries-5.mp3	
216. YEP! Competition Entries #6	http://traffic.libsyn.com/teacherluke/216-yep-competition-entries-6.mp3	
217. YEP! Competition Entries #7	http://traffic.libsyn.com/teacherluke/217-yep-competition-entries-7.mp3	
218. YEP! Competition Entries #8	http://traffic.libsyn.com/teacherluke/218-yep-competition-entries-8.mp3	
219. Scottish Independence	http://traffic.libsyn.com/teacherluke/219-scottish-independence.mp3	
220. A Cup of Tea with Corneliu Dragomirescu	http://traffic.libsyn.com/teacherluke/220-a-cup-of-tea-with-corneliu-dragomirescu.mp3	
221. A Cup of Tea with Corneliu Dragomirescu (Part 2)	http://traffic.libsyn.com/teacherluke/221-a-cup-of-tea-with-corneliu-dragomirescu-part-2.mp3	
222. Luke’s Late Night Podcast	http://traffic.libsyn.com/teacherluke/222-luke-s-late-night-podcast.mp3	
223. YEP! Competition Winners	http://traffic.libsyn.com/teacherluke/223-yep-competition-winners.mp3	
224. Pronunciation: Verb Tenses & Connected Speech	http://traffic.libsyn.com/teacherluke/224-pronunciation-verb-tenses-connected-speech.mp3	
225. Film Club: “Taken”	http://traffic.libsyn.com/teacherluke/225-film-club-taken.mp3	
226. On a Boat	http://traffic.libsyn.com/teacherluke/226-on-a-boat.mp3	
227. Sausages, Barcodes & Apple Watches	http://traffic.libsyn.com/teacherluke/227-sausages-barcodes-apple-watches.mp3	
228. Zombies! (Part 1)	http://traffic.libsyn.com/teacherluke/228-zombies-part-1.mp3	
229. Zombies! (Part 2)	http://traffic.libsyn.com/teacherluke/229-zombies-part-2.mp3	
230. Can You Learn a Language in 6 Months?	http://traffic.libsyn.com/teacherluke/230-can-you-learn-a-language-in-6-months.mp3	
231. YEP! Runners Up (Part 1)	http://traffic.libsyn.com/teacherluke/231-yep-runners-up-part-1.mp3	
232. YEP! Runners Up (Part 2)	http://traffic.libsyn.com/teacherluke/232-yep-runners-up-part-2.mp3	
233. YEP! Winner	http://traffic.libsyn.com/teacherluke/233-yep-winner-edgar-hernandez.mp3	
234. Making “Choons” with My Brother	http://traffic.libsyn.com/teacherluke/234-making-choons-with-my-brother.mp3	
235. British Slang (N to Z)	http://traffic.libsyn.com/teacherluke/235-british-slang-n-to-z.mp3	
236. OPP: Other People’s Podcasts (Part 1)	http://traffic.libsyn.com/teacherluke/236-opp-other-people-s-podcasts-part-1.mp3	
237. OPP: Other People’s Podcasts (Part 2)	http://traffic.libsyn.com/teacherluke/237-opp-other-people-s-podcasts-part-2.mp3	
238. Prepositions (Part 1)	http://traffic.libsyn.com/teacherluke/238-prepositions-failed-attempt.mp3	
239. Prepositions: Verb Collocations	http://traffic.libsyn.com/teacherluke/239-prepositions-verb-collocations.mp3	
240. Politicians Avoiding Questions	http://traffic.libsyn.com/teacherluke/240-politicians-avoiding-questions.mp3	
241. Star Wars	http://traffic.libsyn.com/teacherluke/241-star-wars.mp3	
242. 11 Idioms Only Brits Understand (really?)	http://traffic.libsyn.com/teacherluke/242-11-idioms-only-brits-understand-really.mp3	
243. A Life-Changing Teaching Experience in Ghana	http://traffic.libsyn.com/teacherluke/243-a-life-changing-teaching-experience-in-ghana.mp3	
244. Urban Myths	http://traffic.libsyn.com/teacherluke/244-urban-myths.mp3	
245. Merry Christmas! (+more) + Video	http://traffic.libsyn.com/teacherluke/245-merry-christmas-other-news.mp3	
246. Flight Stories	http://traffic.libsyn.com/teacherluke/246-flight-stories.mp3	
247. Understanding The USA	http://traffic.libsyn.com/teacherluke/247-understanding-america.mp3	
248. Marooned With My Music: Rick Thompson	http://traffic.libsyn.com/teacherluke/248-marooned-with-my-music-rick-thompson.mp3	
249. News / LEP Merchandise / Messages	http://traffic.libsyn.com/teacherluke/249-news-lep-merchandise-messages.mp3	
250. Marooned With My Music: Gill Thompson	http://traffic.libsyn.com/teacherluke/250-marooned-with-my-music-gill-thompson.mp3	
251. Welcome to LEP / 16 Things You Should Know about LEP	http://traffic.libsyn.com/teacherluke/251-welcome-to-lep-16-things-you-should-know-about-lep.mp3	
252. Marooned With My Music: James Thompson	https://traffic.libsyn.com/secure/teacherluke/252._Marooned_with_my_Music__James_Thompson_2.mp3	
253. Rapping with Fluency MC!	http://traffic.libsyn.com/teacherluke/253-rapping-with-fluency-mc.mp3	
254. IELTS Tips & Tricks	http://traffic.libsyn.com/teacherluke/254-ielts-tips-tricks.mp3	
255. Taken 3 / Expressions with ‘Take’	http://traffic.libsyn.com/teacherluke/255-taken-3-expressions-with-take.mp3	
256. Reading Books in English (and listening to them too)	http://traffic.libsyn.com/teacherluke/256-reading-books-in-english-and-listening-to-them-too.mp3	
257. Be Positive	http://traffic.libsyn.com/teacherluke/257-be-positive.mp3	
258. Award Win / Thank You / Poem	http://traffic.libsyn.com/teacherluke/258-award-win-thank-you-poem.mp3	
259. Eulogy for Dennis	http://traffic.libsyn.com/teacherluke/259-eulogy-for-dennis.mp3	
260. Kingsman: The Secret Service	http://traffic.libsyn.com/teacherluke/260-kingsman-the-secret-service.mp3	
261. What is Britishness? (Part 1)	http://traffic.libsyn.com/teacherluke/261-what-is-britishness-part-1.mp3	
